100, 578
101, 548
102, 564
103, 559
104, 558
105, 570
106, 573
107, 581
108, 584
109, 588
110, 593
111, 604
112, 605
113, 619
114, 644
115, 620
116, 636
117, 633
118, 643
119, 640
120, 651
121, 662
122, 664
123, 665
124, 678
125, 672
126, 683
127, 688
128, 697
129, 706
130, 770
131, 750
132, 761
133, 783
134, 775
135, 773
136, 774
137, 787
138, 786
139, 798
140, 807
141, 791
142, 812
143, 823
144, 827
145, 841
146, 842
147, 855
148, 857
149, 857
150, 854
151, 864
152, 874
153, 882
154, 877
155, 885
156, 904
157, 891
158, 886
159, 907
160, 912
161, 929
162, 942
163, 940
164, 946
165, 949
166, 960
167, 953
168, 972
169, 966
170, 968
171, 980
172, 958
173, 994
174, 1007
175, 1004
176, 1013
177, 1022
178, 1023
179, 1038
180, 1034
181, 1035
182, 1049
183, 1043
184, 1051
185, 1070
186, 1036
187, 1072
188, 1081
189, 1096
190, 1092
191, 1095
192, 1098
193, 1110
194, 1111
195, 1121
196, 1121
197, 1126
198, 1128
199, 1114
200, 1144
201, 1162
202, 1174
203, 1164
204, 1174
205, 1186
206, 1179
207, 1188
208, 1194
209, 1198
210, 1190
211, 1193
212, 1220
213, 1228
214, 1231
215, 1243
216, 1245
217, 1247
218, 1258
219, 1252
220, 1267
221, 1256
222, 1247
223, 1286
224, 1292
225, 1290
226, 1301
227, 1303
228, 1327
229, 1317
230, 1327
231, 1324
232, 1323
233, 1311
234, 1343
235, 1370
236, 1365
237, 1362
238, 1373
239, 1376
240, 1368
241, 1376
242, 1390
243, 1365
244, 1406
245, 1403
246, 1412
247, 1423
248, 1429
249, 1437
250, 1439
251, 1441
252, 1441
253, 1430
254, 1453
255, 1483
256, 1473
257, 1473
258, 1492
259, 1488
260, 1493
261, 1482
262, 1465
263, 1511
264, 1521
265, 1527
266, 1527
267, 1540
268, 1533
269, 1537
270, 1552
271, 1552
272, 1675
273, 1581
274, 1590
275, 1595
276, 1655
277, 1589
278, 1605
279, 1625
280, 1569
281, 1623
282, 1689
283, 1642
284, 1641
285, 1667
286, 1652
287, 1652
288, 1646
289, 1628
290, 1697
291, 1696
292, 1673
293, 1694
294, 1700
295, 1729
296, 1986
297, 1687
298, 1757
299, 1768
300, 1788
301, 1741
302, 1748
303, 1772
304, 1826
305, 1824
306, 1735
307, 1768
308, 1794
309, 1787
310, 1786
311, 1798
312, 1803
313, 1801
314, 1779
315, 1824
316, 1847
317, 1840
318, 1837
319, 1874
320, 1852
321, 1841
322, 1827
323, 1880
324, 1884
325, 1878
326, 1878
327, 1878
328, 1894
329, 1896
330, 1888
331, 1910
332, 1924
333, 1912
334, 1926
335, 1930
336, 1943
337, 1911
338, 1951
339, 1977
340, 2013
341, 1965
342, 1976
343, 2041
344, 1980
345, 1987
346, 2000
347, 2000
348, 2006
349, 1999
350, 2005
351, 2010
352, 1993
353, 2044
354, 2321
355, 2056
356, 2057
357, 2059
358, 2067
359, 2079
360, 2079
361, 2078
362, 2147
363, 2106
364, 2132
365, 2145
366, 2089
367, 2241
368, 2239
369, 2154
370, 2140
371, 2294
372, 2135
373, 2174
374, 2176
375, 2199
376, 2202
377, 2168
378, 2206
