100, 624
101, 548
102, 562
103, 565
104, 568
105, 578
106, 574
107, 597
108, 592
109, 604
110, 602
111, 601
112, 602
113, 614
114, 620
115, 630
116, 639
117, 640
118, 636
119, 677
120, 662
121, 662
122, 667
123, 671
124, 692
125, 731
126, 706
127, 694
128, 692
129, 704
130, 729
131, 705
132, 715
133, 738
134, 743
135, 735
136, 736
137, 739
138, 751
139, 760
140, 777
141, 801
142, 785
143, 781
144, 783
145, 795
146, 795
147, 794
148, 802
149, 813
150, 844
151, 827
152, 836
153, 829
154, 842
155, 840
156, 858
157, 856
158, 864
159, 863
160, 861
161, 878
162, 881
163, 891
164, 893
165, 895
166, 910
167, 931
168, 919
169, 922
170, 923
171, 931
172, 938
173, 941
174, 947
175, 948
176, 953
177, 969
178, 973
179, 965
180, 975
181, 976
182, 995
183, 996
184, 999
185, 1003
186, 1006
187, 1014
188, 1026
189, 1032
190, 1021
191, 1033
192, 1050
193, 1055
194, 1051
195, 1056
196, 1062
197, 1071
198, 1078
199, 1082
200, 1084
