1, 6
2, 24
3, 53
4, 99
5, 150
6, 228
7, 274
8, 356
9, 452
10, 556
11, 659
12, 782
13, 928
14, 1085
15, 1221
16, 1397
17, 1587
18, 1752
19, 1990
20, 2209
21, 2423
22, 2627
23, 2875
24, 3202
25, 3439
26, 3694
27, 3996
28, 4267
29, 4627
30, 5020
31, 5251
32, 5762
33, 5988
34, 6490
35, 6742
36, 7077
37, 7600
38, 8162
39, 8453
40, 8847
41, 9214
42, 9661
43, 10120
44, 10929
45, 11472
46, 11899
47, 12610
48, 12763
49, 13465
50, 14113
51, 14315
52, 15085
53, 15368
54, 15907
55, 16552
56, 17126
57, 17761
58, 18319
59, 18994
60, 19626
61, 20257
62, 20886
63, 21847
64, 22555
65, 23877
66, 24083
67, 24631
68, 25198
69, 25904
70, 26680
71, 27428
72, 28141
73, 28993
74, 29747
75, 30622
76, 31624
77, 32293
78, 33071
79, 33918
80, 34814
81, 35686
82, 36633
83, 37481
84, 38364
85, 39302
86, 40186
87, 41131
88, 42105
89, 43092
90, 43979
91, 44983
92, 46036
93, 46961
94, 47999
95, 49163
96, 50197
97, 51246
98, 52228
99, 53350
100, 54439
